city,cities
Abu `Arish,Abi `Arish
Abha,AEbha
Ash Shafa,Ash Shafa
Sabt Alalayah,Sabt Al Alaya
Honiara,HIR
Victoria,Biktoria
Zalingei,ZLX
Wad Medani,DNI
Umm Ruwaba,Um Ruaba
Omdurman,Omdoerman
Tokar,Taukar
Tandalti,Tandalti
Singa,Senga
Shendi,Shandi
Sawakin,Savakine
Sinnar,Sannar
Rabak,KST
Nyala,N'jala
Maiurno,Maiurno
Kosti,Costi
Kuraymah,Kareima
Kinana,Kenana
Kassala,Cassala
Kadugli,KDX
Doka,Doka
Dilling,Ad Dalanj
Port Sudan,Bur Sudan
Berber,Barbar
Barah,Bara
Atbara,ATB
As Suki,As Suki
Ar Ruseris,Ar Roseris
Ar Rahad,Ar Rahad
An Nuhud,An Nahud
El Obeid,Al Obayyid
Al Qitena,Al Qitena
Al Qadarif,Al Qadarif
Al Mijlad,Al Mijlad
Al Manaqil,Al Manaqil
Khartoum,Al Khartum
Geneina,Aj Jinena
Al Hilaliyya,Al Hilaliyah
Al Hawatah,Al Hawatah
Al Hasaheisa,Al Hasaheisa
El Fasher,Al Fashir
El Bauga,Al Bauga
Ad Douiem,Ad Diwem
El Daein,ADV
Ad Dindar,Ad Dindar
Ed Damer,Ad Damar
Ad-Damazin,Ad Damazin
Abu Zabad,Abu Zabad
Abu Jibeha,Abu Gibeyah
Gereida,
Umea,Oumeo
Skelleftea,Heletti
Pitea,Piitime
Lulea,LLA
Kiruna,Giron
Boden,Puuti
Ystad,Istad
Visby,Rosornas och ruinernas stad
Vaexjoe,VXO
Vaestra Froelunda,Vastra Frolunda
Vaestervik,VVK
Vaesteras,Arosia
Vasastan,Vasastaden
Vaernamo,Vernamo
Varberg,Varberg
Vaenersborg,Venersborg
Vallentuna,Valentiuna
Uppsala,Oupsala
Upplands Vaesby,Uplands Vasby
Uddevalla,Uddevala
Tumba,Tumba
Tullinge,
Trollhaettan,THN
Trelleborg,Tralleborg
Taby,
Sundsvall,SDL
Sundbyberg,Sundyberg
Stockholm,Estocolm
Staffanstorp,Stafanstorp
Solna,Sol'na
Sollentuna,
Soedertaelje,JSO
Soedermalm,Katarina-Sofia
Skoevde,KVB
Sandviken,Sandviken
Rasunda,
Partille,
OEstersund,Ehstehrsund
OEstermalm,Ehstermal'm
Oskarshamn,Doederhultsvik
OErnskoeldsvik,Ehrnshehl'dsvik
OErebro,Ehrebru
Nykoeping,Niceping
Norrtaelje,Norrtaeljen kunta
Norrkoeping,NRK
Naessjoe,Neshe
Nacka,Nak
Motala,Commune de Motala
Moelnlycke,M'olnljuke
Moelndal,M'olndal
Maersta,Marsta
Mariestad,Mariaestadium
Malmoe,MMA
Lund,Lount
Ludvika,Liudvika
Ljungby,Jungbi
Linkoeping,LPI
Lidkoeping,LDK
Lidingoe,Lidingo
Lerum,
Landskrona,Coronia
Kungsholmen,Kungsholmen
Kungsbacka,Kungsbacka Skene
Kungaelv,Konghelle
Kumla,Kumla
Kristinehamn,Bro
Kristianstad,Christianostadium
Koeping,Koeping
Kinna,Kina
Katrineholm,Cathrineholm
Karlstad,Carolostadium
Karlskrona,Caroli Corona
Karlskoga,KSK
Karlshamn,Karlshamn
Kalmar,Calmaria
Joenkoeping,Encheping
Jakobsberg,Jakobsberi
Huskvarna,Guskvarna
Hudiksvall,Gudiksvall'
Huddinge,
Helsingborg,AGH
Haessleholm,Haessleholm
Haernoesand,Haernoesand
Haninge,
Halmstad,Gal'mstad
Gustavsberg,Gustarsberg
Goeteborg,G'oteborg
Gaevle,Eule
Gamla Uppsala,Alt-Uppsala
Falun,BLE
Falkoeping,Fal'chjoping
Falkenberg,Fal'kenberg
Esloev,Ehsljov
Eskilstuna,EKT
Enkoeping,Ehnchjoping
Bromma,Bromma
Borlaenge,BLE
Boras,Boerosia
Boo,Bo
Bjoerlanda,Bjoerlanda
Arsta,
AEngelholm,AEngelholm
Alingsas,Alingsas
Akersberga,Akersberga
Majorna,
Tensta,
Singapore,SIN
Woodlands,Woodlands
Jamestown,Ceymstaun
Trbovlje,Obcina Trbovlje
Velenje,Belenie
Ptuj,Mestna obcina Ptuj
Novo Mesto,Nova Mesta
Maribor,MBX
Ljubljana,Aemona
Kranj,Cragni
Koper,Capodistria
Celje,Cehle
Longyearbyen,LYR
Vranov nad Toplou,Varanno
Trebisov,Toketerebes
Stara Lubovna,Lubowla
Spisska Nova Ves,Iglo
Snina,Snina
Roznava,Rosenau
Rimavska Sobota,Rima-Szombat
Presov,Eperjes
Poprad,Deutschendorf
Michalovce,Grossmichel
Kosice,Cassovia
Kezmarok,Kaesmark
Humenne,Gumenne
Bardejov,Bardejov
Zvolen,Altsohl
Zlate Moravce,Aranyosmarot
Zilina,ILZ
Ziar nad Hronom,Svaty Kriz nad Hronom
Trnava,Nagyszombat
Trencin,Trenchin
Skalica,Skalica
Senica,Senica
Sala,Sal'a
Ruzomberok,Rosenberg
Puchov,Pucho
Prievidza,Pr'evidza
Povazska Bystrica,Bystrica
Piestany,P'eshtjani
Pezinok,Bazin
Partizanske,Bat'ovany
Nove Zamky,Ersekujvar
Nove Mesto nad Vahom,Nove Mesto nad Vagom
Nitra,Neutra
Martin,Marcin
Malacky,Malacka
Lucenec,LUE
Liptovsky Mikulas,Liptau-Sankt-Nikolaus
Levice,Leua
Kysucke Nove Mesto,Kisucke Nove Mesto
Komarno,Eszak-Komarom
Hlohovec,Galgoc
Handlova,Gandlava
Galanta,Galanta
Dunajska Streda,Duna-Szerdahely
Dubnica nad Vahom,Dubnica na Vakhu
Dolny Kubin,Alsokubin
Detva,Detva
Cadca,Cadca
Brezno,Brezno
Bratislava,An Bhrataslaiv
Banska Bystrica,Bans'ka Bistricja
Banovce nad Bebravou,Ban
Waterloo,Waterloo
Segbwema,Segbwema
Port Loko,Port Loka
Makeni,Makeni
Lunsar,Lansar
Koidu,Koidu
Kenema,KEN
Kabala,KBA
Freetown,FNA
Bo,Bo
Goderich,
San Marino,Agios Marinos
Ziguinchor,ZIG
Velingara,Velingara
Touba,Touba
Tiebo,
Thies Nones,Thies Nones
Thies,DSS
Tambacounda,TUD
Sedhiou,Sedhiou
Saint-Louis,Ndar
Richard-Toll,RDT
Pout,Pout
Pourham,Poukham
Pikine,Pikin
Nioro du Rip,Nioro
Nguekhokh,Nguekhokh
Ndibene Dahra,
Mekhe,Mecke
Mbake,Mbacke
Matam,MAX
Louga,Louga
Kolda,KDA
Kedougou,KGG
Kayar,Cayar
Kaolack,KLC
Kaffrine,
Joal-Fadiout,Fadiout
Guinguineo,Guinguineo
Dara,Dahra
Dakar,DKR
Bignona,Bignona
N'diareme limamoulaye,
Wanlaweyn,Bahle Dogli
Qoryooley,Coriole
Qandala,CXN
Mogadishu,MGQ
Marka,Marca
Luuq,LGX
Kismayo,Chisimaio
Jilib,Dzhilib
Jawhar,Giohar
Jamaame,Giamama
Hargeysa,HGA
Garoowe,GGR
Gaalkacyo,GLK
Eyl,Ayl
Diinsoor,Dhiinsoor
Ceerigaabo,Ceerigaabo
Ceeldheer,Ceeldheer
Buurhakaba,Bur Acaba
Buulobarde,Bulo Berde
Burao,BUO
Bosaso,BSA
Berbera,BBO
Beledweyne,BLW
Baidoa,BIB
Baardheere,
Afgooye,Afgoi
Laascaanood,Laascaanood
Baki,Baki
Beled Hawo,
Paramaribo,PBM
Lelydorp,Lelydorp
Yei,Ej
Yambio,Jambio
Winejok,Wanyjok
Wau,Uau
Aweil,Aweil
Torit,Torit
Tonj,At Tonj
Rumbek,RBX
Malakal,MAK
Kuacjok,Kajok
Juba,Djouba
Gogrial,Gogrial
Pajok,Farajok
Bor,Bor
Sao Tome,Salazar
Zacatecoluca,Zacateccoluca
Usulutan,Ocelotlan
Soyapango,Sojapangas
Sonzacate,Sonzacate
Sonsonate,Centzonatl
Sensuntepeque,Sensuntepeque
San Vicente,San Vicente
Santiago de Maria,Santiago
Santa Ana,Cihuatehuahcan
San Salvador,SAL
San Rafael Oriente,San Rafael Oriente
San Miguel,San Miguel
San Martin,San Martin
San Marcos,San Marcos
San Francisco,Gotera
Quezaltepeque,Kesal'tepeke
Puerto El Triunfo,Puerto Del Triunfo
Santa Tecla,Ciudad de Nueva San Salvador
Metapan,Metapan
Mejicanos,Mejicanos
La Union,La Union
La Libertad,La Libertad
Izalco,Isal'ka
Ilopango,Ilopango
Delgado,Del'gado
Cuscatancingo,Cuscatancingo
Cojutepeque,Cojutepeque
Chalchuapa,Chalchuapa
Chalatenango,Calatenangas
Ayutuxtepeque,Ayutuxtepegue
Apopa,Apopa
Antiguo Cuscatlan,Antiguo Cuscatlan
Ahuachapan,Achuachapan
Aguilares,Aguilares
Acajutla,Acajutla
Philipsburg,Filip'smpournk
Yabrud,Gebru
Tayyibat al Imam,Taibet el Imam
Tartus,Antaradus
Tall Rif`at,Tal Refaat
Tallkalakh,Talkalakh
Tallbisah,Talbisah
Tafas,Tafas
Tadmur,PMS
Tadif,Tadef
Suran,Sawran
Subaykhan,Sabikhan
Shaykh Miskin,Ash Shaykh Maskin
Saraqib,Sarakeb
Salqin,Salkine
As Salamiyah,As Salamiyah
Safita,Borj Safita
Qatana,Katana
Jasim,Dzhasim
Qarah,Kara
Nubl,Noubbel
Masyaf,Imranie
Manbij,Bambyce
Ma`arratmisrin,Ma'arrat Shemarin
Khan Shaykhun,Khan Cheykoun
Kafr Zayta,Az Zaytiyah
Kafr Takharim,Kafar Takharim
Kafranbel,Kafr Anbel
Kafr Laha,Houla
Jisr ash Shughur,Djisr el Choghour
Jayrud,Djeroud
Jarabulus,Carablus
Jablah,Djeble
`Irbin,Aarbil
Inkhil,Ankhel
Idlib,Idleb
Homs,Choms
Harasta,Arasta Bassal
Hamah,Epiphaneia
Halfaya,Halfaya
Aleppo,ALP
Duma,Douma
Damascus,Al-Sham
Dayr Hafir,Dayr Hafir
Deir ez-Zor,Azaura
Ad Darbasiyah,Ad Darbasiyah
Darayya,Daraiya
Dar'a,Adraa
Binnish,Binnesh
Batabo,Batabo
Baniyas,Banias
Az Zabadani,Az Zabadani
I`zaz,A`zaz
'Ayn al 'Arab,Aarab Peunar
At Tall,Al-Tal
Ath Thawrah,Al Tabaqah
As-Suwayda,Al-Sweida
As Sanamayn,Aere
As Safirah,Al-Safira
Ar Rastan,Al-Rastan
Ar Raqqah,Al-Rakka
An Nabk,Al-Nabek
Al Qutayfah,Al Qutayfah
Al Qusayr,Al Qusayr
Al Qunaytirah,Al Qunaytirah
Al Qaryatayn,Al Qaryatayn
Al Mayadin,Al Mayadin
Latakia,Al Ladhiqiyah
Al Kiswah,Al Kiswah
Al Hasakah,Al Hasakah
Al Hirak,Al Harak
Al Bab,Al Bab
`Afrin,Aafrine
Ad Dana,Ad Dana
Albu Kamal,Abou Kemal
Hajin,Abou Hardane
Mbabane,Embabane
Manzini,Bremersdorp
Lobamba,Labamba
Cockburn Town,Cockburn Town
Fada,Fada
Am-Timan,AMC
Abeche,AEH
Sarh,Archambault
Pala,PLF
Oum Hadjer,OUM
N'Djamena,Fort-Lamy
Moussoro,Bahr el Ghazal
Moundou,MQQ
Mongo,MVO
Mboursou Lere,Mboursou Lere
Massakory,Dagana
Massaguet,Masaqit
Mao,AMO
Lai,Behagie
Kyabe,Kiyabe
Koumra,Koumbra
Kelo,Kel
Dourbali,Dourbali
Doba,Doba
Bongor,Bongor
Bitkine,Bitkin
Benoy,Benoy
Ati,ATV
Port-aux-Francais,Port o Franse
Vogan,Voga
Tsevie,Tsevie
Tchamba,Kouboni
Sotouboua,Sotouboua
Sokode,Sokode
Notse,Notse
Niamtougou,LRL
Sansanne-Mango,Mango
Lome,LFW
Kpalime,Agome-Palime
Kara,Kara
Dapaong,Dapango
Bassar,Basar
Bafilo,Bafilo
Badou,Bad
Atakpame,Atakpame
Aneho,Anecho
Ban Talat Yai,Talat Yai
Ban Talat Nua,Talat-Nua
Sam Roi Yot,Amphoe Sam Roi Yot
Phetchaburi,Amphoe Khlong Krachaeng
Trang,Amphoe Muang Trang
Thung Song,Amphoe Dhung Song
Thoen,Amphoe Moeang Theun
Thap Than,Amphoe Thap Than
Tha Muang,Amphoe Tai
Tha Maka,Amphoe Tha Maka
Tak,Amphoe Mueang Tak
Surat Thani,Amphoe Ban Don
Sukhothai,Amphoe Muang Sukhothai
Si Satchanalai,Amphoe Si Satchanalai
Sawankhalok,Amphoe Sawankhalok
San Pa Tong,Amphoe San Pa Tong
San Kamphaeng,Amphoe San Kamphaeng
Ron Phibun,Amphoe Ron Phibun
Ratchaburi,Amphoe Muang Rat Buri
Ranong,Amphoe Muang Ranong
Pran Buri,Amphoe Pranburi
Prachuap Khiri Khan,Changwat Prachuap Khiri Khan
Tha Kham,Tha Kham
Phuket,Amphoe Muang Phuket
Photharam,Amphoe Photharam
Phayao,Amphoe Moeang Bha Yao
Pa Sang,Amphoe Pa Sang
Nakhon Si Thammarat,Amphoe Muang Nakhon Si Thammarat
Mae Sot,Amphoe Ban Mae Sot
Mae Sai,Amphoe Mae Sai
Mae Ramat,Amphoe Mae Ramat
Mae Chan,Amphoe Chiang Saen
Lat Yao,Amphoe Lat Yao
Lang Suan,Amper Khan Ngern
Lamphun,Amphoe Muang Lamphun
Lampang,Amphoe Muang Lampang
Kui Buri,Amphoe Kui Buri
Krabi,Amphoe Muang Krabi
Khao Yoi,Amphoe Huai Luang
Khanu Woralaksaburi,Amphoe Khanuworalak Buri
Kathu,Ban Talat Kathu
Kanchanaburi,Changwat Kanchanaburi
Kamphaeng Phet,Amphoe Muang Kamphaeng Phet
Huai Yot,Amphoe Huai Yot
Hua Hin,Amphoe Hua Hin
Hang Dong,Amphoe Hang Dong
Dok Kham Tai,Amphoe Dok Kham Tai
Damnoen Saduak,Amphoe Damnoen Saduak
Chumphon,Amphoe Muang Chumphon
Chom Bueng,Amphoe Chom Bueng
Chiang Rai,Amphoe Chiang Rai
Chiang Mai,Amphoe Muang Chiang Mai
Cha-am,Amphoe Cha-am
Bo Phloi,Amphoe Bo Phloi
Ban Tak,Amphoe Ban Tak
Ko Samui,Amphoe Ko Samui
Ban Pong,Amphoe Ban Pong
Ban Na San,Amphoe Ban Na
Ban Na,Ban Na
Bang Saphan,Amphoe Bang Saphan
Bang Phae,Amphoe Bang Phae
Nong Kung Si,
Ban Nong Wua So,
Ban Mai,Ban Mai
Ban Huai Thalaeng,
Ban Khlong Bang Sao Thong,Ban Bang Sao Thong
Na Klang,Na Klang
Yasothon,Amphoe Muang Yasothon
Yaring,Amphoe Yamu
Yala,Amphoe Mueang Yala
Wiset Chaichan,Amphoe Phai Cham Sin
Wichian Buri,Amphoe Tha Rong
Warin Chamrap,Amphoe Thaksin Ubon
Wang Saphung,Amphoe Wang Saphung
Wang Noi,Amphoe Uthai Noi
Wang Nam Yen,Amphoe Wang Nam Yen
Uttaradit,Amphoe Mueang Uttaradit
Uthai Thani,Amphoe Nam Sum
Udon Thani,Ban Dua Makeng
Ubon Ratchathani,Changwat Muang Ubon
Trat,Ban Bang Phra
Tha Yang,Amphoe Tha Yang
Tha Ruea,Amphoe Nakhon Noi
Thap Khlo,Amphoe Thap Khlo
Tha Mai,Amphoe Khamong
Tha Bo,Amphoe Tha Bo
Taphan Hin,Amphoe Taphan Hin
Tak Bai,Amphoe Kampong Chehe
Surin,Changwat Surin
Suphan Buri,Amphoe Muang Suphan Buri
Su-ngai Kolok,Amphoe Sungai Kolok
Songkhla,Amphoe Muang Songkhla
Si Sa Ket,Amphoe Muang Sisaket
Si Racha,Amphoe Si Racha
Sing Buri,Amphoe Muang Sing Buri
Seka,Amphoe Seka
Sawang Daen Din,Amphoe Sawang Daen Din
Satun,Changwat Satun
Sattahip,Amphoe Sattahip
Saraburi,Ban Pak Phrieo
Samut Songkhram,Amphoe Ban Prok
Samut Sakhon,Ban Maha Chai
Samut Prakan,Ban Pak Nam
Sam Phran,Amphoe Sam Phran
Sakon Nakhon,Amphoe Muang Sakhon Nakhon
Sa Kaeo,Amphoe Mueang Sa Kaeo
Sadao,Ban Sadao
Roi Et,ROI
Rayong,Rajong
Ranot,Amphoe Ranot
Ra-ngae,Amphoe Rangae
Prakhon Chai,Amphoe Prakhon Chai
Prachin Buri,Amphoe Muang Prachin Buri
Phu Kradueng,Amphoe Phu Kradueng
Phu Khiao,Amphoe Phu Khieo
Phra Pradaeng,Amphoe Bhra Pradeng
Phra Phutthabat,Amphoe Phra Phutthabat
Phra Nakhon Si Ayutthaya,Ajuthaja
Phrae,Amphoe Muang Phrae
Phon Charoen,
Phitsanulok,Amphoe Muang Phitsanulok
Phichit,Amphoe Muang Phichit
Phibun Mangsahan,Amphoe Bhimunmangsaharn
Phetchabun,Amphoe Muang Phetchabun
Phatthalung,Amphoe Klang Mueang
Phan Thong,Amphoe Phan Thong
Phanom Sarakham,Amphoe Phanom Sarakham
Phanat Nikhom,Amphoe Phanat Nikhom
Phak Hai,Amphoe Phak Hai
Pattani,Changwat Pattani
Pathum Thani,Amphoe Bang Kadi
Pak Phanang,Amphoe Bia Sad
Pak Kret,Amphoe Pak Kret
Pak Chong,Amphoe Pak Chong
Mueang Nonthaburi,Non Buri
Non Sung,Amphoe Non Sung
Nong Phai,Amphoe Nong Phai
Nong Khai,Amphoe Muang Nong Khai
Nong Khae,Amphoe Nong Khae
Nong Bua Lamphu,Amphoe Nong Bua Lamphu
Narathiwat,Ban Bangnara
Nang Rong,Amphoe Nang Rong
Nan,Amphoe Muang Nam
Nam Som,Amphoe Nam Som
Nakhon Sawan,Amphoe Muang Nakhon Sawan
Nakhon Ratchasima,Amphoe Muang Nakhon Ratchasima
Nakhon Phanom,Amphoe Muang Nakhon Phanom
Nakhon Pathom,Amphoe Muang Nakhon Pathom
Nakhon Nayok,Amphoe Muang Nakhon Nayok
Nakhon Luang,Amphoe Nakhon Klang
Mukdahan,Amphoe Mueang Mukdahan
Maha Sarakham,Amphoe Muang Maha Sarakham
Lop Buri,Amphoe Muang Lop Buri
Lom Sak,Amphoe Lom Sak
Loei,Amphoe Muang Loei
Laem Sing,Amphoe Laem Sing
Kut Chap,Amphoe Kut Chap
Kuchinarai,Amphoe Kuchinarai
Bangkok,Amphoe Phra Nakhon
Krathum Baen,Amphor Kathum Baen
Klaeng,Amphoe Klaeng
Khon Kaen,Amphoe Muang Khon Kaen
Khon Buri,Amphoe Khon Buri
Khlong Luang,Amphoe Bang Wai
Khao Wong,Amphoe Khao Wong
Kaset Wisai,Amphoe Kaset Wisai
Kaset Sombun,Amphoe Kaset Sombun
Kantharalak,Amphoe Kantharalak
Kamalasai,Amphoe Kamalasai
Kalasin,Amphoe Hlup
Kaeng Khoi,Amphoe Kaeng Khoi
Kaeng Khro,Amphoe Kaeng Khlo
Kabin Buri,Amphoe Kabin Buri
Hat Yai,Amphoe Hat Yai
Det Udom,Amphoe Det Udom
Den Chai,Amphoe Den Chai
Dan Khun Thot,Amphoe Ban Han
Chum Phae,Amphoe Chum Phae
Chon Daen,Amphoe Chon Daen
Chon Buri,Amphoe Muang Chon Buri
Chok Chai,Amphoe Chok Chai
Chanthaburi,Amphoe Muang Chanthaburi
Chaiyaphum,Amphoe Muang Chaiyaphum
Chai Nat,Amphoe Ban Kluai
Chai Badan,
Chachoengsao,Amphoe Muang Chachoengsao
Buri Ram,Amphoe Muang Buriram
Bua Yai,Amphoe Bua Yai
Betong,Amphoe Betong
Ban Selaphum,
Ban Phe,Ban Bhe
Pattaya,Ban Hat Phatthaya (2)
Ban Phan Don,Amphoe Kumbhawapi
Ban Phai,Amphoe Ban Phai
Ban Phaeo,Amphoe Ban Phaeo
Ban Mo,Amphoe Ban Mo
Ban Lam Luk Ka,Lam Luk Ka
Bang Rakam,Amphoe Bang Rakam
Bang Racham,Amphoe Bang Rachan
Bang Pakong,Amphoe Bang Pakong
Bang Pa-in,Amphoe Bang Pa-In
Bang Mun Nak,Amphoe Bang Mun Nak
Bang Len,Amphoe Bang Len
Bang Lamung,Amphoe Ban Lamung
Bang Kruai,Amphoe Bang Kruai
Bang Krathum,Amphoe Bang Krathum
Bang Bua Thong,Amphoe Bang Bua Thong
Bang Ban,Amphoe Bang Ban
Ban Dung,Amphoe Ban Dung
Ban Chang,Amphoe Ban Chang
Ban Bueng,Amphoe Ban Bueng
Ban Talat Bueng,Ban Boeng
Ban Bang Kadi Pathum Thani,
Bang Bo District,Bang Bo
Aranyaprathet,Amphoe Aranpradbet
Amnat Charoen,Amanat Charoem
Amphoe Sikhiu,
Wichit,
Ban Chalong,Chalong
Ban Ratsada,Ratsada
Yovon,Jovon
Hulbuk,Aral
Vakhsh,Vakhsh
Istaravshan,Bundzhikat
Bokhtar,Bokhtar
Panjakent,Pandschakent
Farkhor,Farkhor
Vahdat,Kofarnihon
Norak,Norak
Kulob,Kulab
Kolkhozobod,Kaganovichabad
Khorugh,Khorog
Ishqoshim,Ishkashim
Hisor,Gissar
Dushanbe,DYU
Danghara,Dangar
Chubek,Chubek
Boshkengash,Bashkyngash
Tursunzoda,Tursunsoda
Proletar,Dragomirovo
Khujand,Choedzjand
Konibodom,Kanibadam
Isfara,Isfara
Buston,Buston
Moskovskiy,Moskovskij
Suai,Soeai
Maubara,Maubara
Maliana,MPT
Likisa,Likisa
Dili,DIL
Baukau,BCH
Aileu,Aileou
Lospalos,Lospalos
Venilale,Venilale
Balkanabat,BKN
Kaka,Chaacha
Gumdag,Gumdag
Bereket,Bereket
Abadan,Abadan
Baharly,Baharly
Ashgabat,ASB
Anew,Anau
Yylanly,Il'yaly
Tagta,Tagta
Turkmenbasy,KRW
Koeneuergench,Koeneuergenc
Boldumsaz,Boldumsaz
Dasoguz,Dashaguz
Yoloeten,Iolotan'
Tejen,Tedjen
Seydi,Neftezavodsk
Sayat,Sayat
Mary,MYP
Atamyrat,Atamyrat
Gowurdak,Gaurdak
Turkmenabat,CRZ
Bayramaly,Bairam Ali
Gazojak,Gaz-Achak
Zaghouan,Zaghouan
Oued Lill,Oued Ellil
Tunis,TUN
Tozeur,TOE
Tataouine,Foum Tatahouine
Thala,Tala
Takelsa,Takelsa
Tajerouine,Tadjerouine
Sousse,Hadrumetum
Siliana,Siliana
Sidi Bouzid,Gammouda
Skanes,Chekanes
Sfax,SFA
La Sebala du Mornag,Cebala-du-Mornag
Rades,Maxula
Ksour Essaf,Ksour Essaf
Korba,Korba
Kelibia,Clupea
Kebili,Kebili
Ksar Hellal,Kassar el Hal
Carthage,Karfagen
El Fahs,Al Fahs
Galaat el Andeless,El Gelaah
Gafsa,Capsa
Gabes,Abes
Nefta,Aggarset Nepte
Nabeul,Nabeul
Midoun,Midoun
Mateur,Matem
Msaken,M'saken
Menzel Jemil,Djemil
Mennzel Bou Zelfa,Manzil Bu Zalafah
Menzel Bourguiba,Bourguiba
Menzel Abderhaman,Manzil `Abd ar Rahman
Manouba,La Manouba
Medjez el Bab,Majaz al Bab
Medenine,Madanin
Jendouba,Dzhenduba
Zarzis,Dzardzis
Djemmal,Djemal
Houmt El Souk,DJE
Hammam Sousse,Hadrumete
Hammam-Lif,Hammam al Anf
La Goulette,Chalk el Uedas
Douz,Douz
Douar Tindja,Dawwar Tinjah
Dar Chabanne,Dar Chabane
Ben Arous,Ben Arous
Bizerte,Banzart
Beni Khiar,Bani Khiyar
Beja,Bace
Zouila,Az Zawilah
Chebba,Ash Shabbah
Ariana,Ar'jana
Ar Rudayyif,Ar Rudayyif
Ouardenine,Al Wardanin
Kairouan,Al Qayrawan
Kasserine,Al Kasrayn
Gremda,Al Qarmadah
Monastir,Al Munastir
La Mohammedia,Al Muhammadiyah
Metlaoui,Al Metlaoui
Al Marsa,Al Marsa
Mahdia,Africa
El Kef,Al Kaf
El Jem,Al Jamm
Hammamet,Al Hammamat
El Hamma,Al Hammah
Bekalta,Al Baqalitah
El Alia,Al `Aliyah
Akouda,Akkudah
Douane,
Nuku'alofa,Niukalofa
Yuksekova,Dize
Yozgat,Gioznkat
Yesilli,Rismil
Erzin,Ehrzin
Yerkoy,Yerkoy
Didim,Didim
Yatagan,Ahikoy
Yalvac,Jalvach
Yahyali,Gazibenli
Viransehir,Antoninopolis
Varto,Gumgum
Van,Thospia
Cimin,Cimin
Usak,Flaviopolis
Urla,Urla
UErguep,UErguep
Sanliurfa,Antiocheia
Turgutlu,Caesarea Trocetta
Tunceli,Kalan
Torbali,Tepekoey
Tire,Arcadiopolis
Tekirova,Celcikli
Tavsanli,Taushanli
Tatvan,Tatvan
Tarsus,Antiochia ad Cydnum
Talas,Tafas
Susurluk,Firt
Suruc,Suruc
Sorgun,Buyukkohne
Soma,Distretto di Soma
Solhan,Boglan
Soeke,Sjoke
Siverek,Severek
Sivas,Megalopolis
Sirnak,Shirnak
Simav,Simav
Silvan,Farqin
Silopi,Girgimac
Silifke,Selefke
Siirt,SXZ
Seydisehir,Seydisehir
Serinyol,Batirga
Serik,Kokes
Sereflikochisar,Kochisar
Senirkent,Senikent
Semdinli,Navsar
Selcuk,Ayasoluk
Seferihisar,
Sarkisla,Sarkisla
Sarkikaraagac,Dogukaraagac
Saraykoy,Sarajkoj
Sandikli,Sandikli
Salihli,Salihli
Reyhanli,Airandji
Polatli,Polath
Pazarcik,Pazarcik
Patnos,Patnos
Pasinler,Hasankale
Osmaniye,Asmanie
Ortakoy,Ortakoy
Ortaca,Ortaca
OEdemis,Eudemish
Nusaybin,Antiocheia
Nizip,Nezip
Nigde,Nigdah
Nevsehir,Muskara
Nazilli,Nasly
Mut,Mut
Mus,MSR
Mugla,Mentese
Mucur,Mucur
Milas,BJV
Midyat,Estil
Mersin,Icel
Menemen,Distretto di Menemen
Marmaris,Mararis
Mardin,MQM
Manisa,Magnesia
Manavgat,Manavgat
Malazgirt,Kale
Malatya,MLX
Mahmutlar,Mahmutlar
Lice,Lice
Kutahya,Cotiaeum
Kusadasi,Efes
Kurtalan,Kurtalan
Beykonak,Beykonak
Kulu,Kulu
Kulp,Kulp
Kula,Kovla
Kozluk,Kozluk
Kozan,Flaviopolis
Kovancilar,Kovancilar
Korkuteli,Istanos
Konya,Conia
Kiziltepe,Kiziltepe
Serinhisar,Kizilhisar
Kirsehir,Justinianopolis
Kirkagac,Kirkagac
Kirikkale,Kirikale
Kirikhan,Kirikhan
Kilis,Ciliza
Keskin,Denek
Kemer,Eskikoy
Kemalpasa,Karabel
Kayseri,ASR
Karapinar,Karapinar
Karaman,Ak Yokus
Agri,AJI
Karakocan,Karakocan
Karacoban,Karacoban
Kaman,Kaman
Kahta,Kahta
Kahramanmaras,Caesarea Germanicia
Kadirli,Kadirli
Kadinhani,Kadinhani
Izmir,Azmir
Isparta,sparta
Iskenderun,Alejandreta
Incirliova,Incirliova
Imamoglu,Imamoglu
Ilgin,Ilgin
Igdir,gdur
Idil,Distretto di Idil
Hizan,Hizan
Hinis,Hinis
Hilvan,Hilvan
Hadim,Hadim
Hacilar,Hacilar
Guroymak,Cukur
Golbasi,Gjol'bashi
Goksun,Goksun
Genc,Darahini
Gemerek,Gemerek
Gediz,Cadi
Gazipasa,GZP
Gaziantep,Aintab
Foca,Eski Foca
Fethiye,Fethieh
Ezine,Ezine
Eskisehir,Dorylaeum
Erzurum,Ard-ar-Rum
Erzincan,Arzanjan
Ermenek,Ermenak
Ergani,Arghana
Eregli,Cybistra
Erdemli,Ehrdemli
Ercis,Arcis
Emirdag,Aziziye
Emet,Ehmet
Elmali,Almali
Elmadag,Asiyozgat
Eleskirt,Eleskirt
Elbistan,Ehl'bistan
Elazig,EZS
Egirdir,Egirdir
Edremit,Adramyti
Dursunbey,Balat
Doertyol,Dortyol
Dogubayazit,Baiazid
Diyarbakir,Amed
Diyadin,Didayin
Dinar,Apamea Cibotus
Develi,Develi
Denizli,DNZ
Demirci,Demirci
Dargecit,Dargechit
Darende,Darende
Cumra,Cumra
